original_english,target_spanish,translation1,translation2,rouge1_f1_1,rouge1_f1_2,rouge2_f1_1,rouge2_f1_2,rougeL_f1_1,rougeL_f1_2,len_trans1,len_trans2,len_target,len_diff_abs,len_diff_pct1,len_diff_pct2,overlap_with_target1,overlap_with_target2,overlap_between_translations,divergence_score
"Your doctor may do other tests to check high blood pressure, heart disease, diabetes, high cholesterol, and other causes of, and risk factors for TIAs or stroke.","El médico puede realizar otros exámenes para verificar si hay hipertensión, cardiopatía, diabetes, colesterol alto y otras causas y factores de riesgo para AIT o accidente cerebrovascular."," Su médico puede realizar otros exámenes para verificar la presión arterial alta, enfermedad cardíaca, diabetes, colesterol alto y otras causas de y factores de riesgo para los AIT o accidente cerebrovascular.","Su médico puede hacer otros exámenes para verificar la presión arterial alta, enfermedad cardíaca, diabetes, colesterol alto y otras causas de, y factores de riesgo para TIA o accidente cerebrovascular.",0.7575757575757576,0.7076923076923077,0.625,0.5396825396825397,0.7575757575757576,0.7076923076923077,31,30,27,1,14.814814814814813,11.11111111111111,0.8,0.72,1.0,0.9174242424242424
"The pituitary gland near the brain makes too much of the hormone ACTH (called Cushing's disease), which may happen with too much growth of the pituitary gland, a tumor of the pituitary gland, or a tumor elsewhere in the body (such as the pancreas, lung, and thyroid) that produces ACTH","La hipófisis cerca del cerebro produce demasiada hormona corticotropina (llamado enfermedad de Cushing), que puede suceder con el crecimiento excesivo de dicha glándula o a un tumor en ella o en alguna otra parte en el cuerpo (como el páncreas, el pulmón y la tiroides) que produce dicha hormona.  "," La hipófisis cerca del cerebro produce demasiada hormona corticotropina (llamado enfermedad de Cushing), lo cual puede ocurrir con un crecimiento excesivo de la glándula pituitaria, un tumor en ella o un tumor en alguna otra parte del cuerpo (como el páncreas, el pulmón y la tiroides) que produce hormona corticotropina.","La glándula pituitaria cerca del cerebro produce demasiado de la hormona ACTH (llamada enfermedad de Cushing), lo que puede ocurrir con un crecimiento excesivo de la glándula pituitaria, un tumor de la glándula pituitaria o un tumor en otro lugar del cuerpo (como el páncreas, el pulmón y la tiroides) que produce ACTH.",0.8224299065420562,0.6126126126126126,0.6666666666666667,0.42201834862385323,0.8224299065420562,0.6126126126126126,50,53,49,3,2.0408163265306123,8.16326530612245,0.8974358974358975,0.6923076923076923,0.7692307692307693,0.9134675293553797
"Your health care provider will tell you if it's necessary to stop taking any drugs that may interfere with this test.Make sure that your doctor is aware of all drugs you are taking, both prescription and nonprescription.","El médico le dirá igualmente si es necesario dejar de tomar cualquier medicamento que pueda interferir con este examen. Asegúrese de hacerle saber al médico acerca de todos los medicamentos que está tomando, tanto recetados como de venta libre.","Su proveedor de atención médica le dirá si es necesario dejar de tomar cualquier medicamento que pueda interferir con este examen. Asegúrese de que su médico esté al tanto de todos los medicamentos que está tomando, tanto recetados como no recetados."" 
}","Su proveedor de atención médica le dirá si es necesario dejar de tomar cualquier medicamento que pueda interferir con esta prueba. Asegúrese de que su doctor esté al tanto de todos los medicamentos que está tomando, tanto recetados como sin receta.",0.7816091954022989,0.7209302325581395,0.6352941176470588,0.5476190476190476,0.735632183908046,0.6744186046511628,42,41,39,1,7.6923076923076925,5.128205128205128,0.7941176470588235,0.7058823529411765,0.8823529411764706,0.8889790398918188
"When the needle is inserted to draw blood, you may feel moderate pain, or only a prick or stinging sensation.","Cuando se inserta la aguja para extraer la sangre, se puede sentir un dolor moderado o experimentar sólo una sensación de pinchazo o picadura."," Cuando se introduce la aguja para extraer la sangre, puede sentir dolor moderado o sólo un pinchazo o picadura.","Cuando se inserta la aguja para tomar sangre, puede sentir dolor moderado o solo una picadura o sensación picante.",0.8260869565217392,0.7391304347826088,0.5454545454545454,0.40909090909090906,0.7826086956521738,0.6521739130434783,19,19,24,0,20.833333333333336,20.833333333333336,0.7619047619047619,0.6666666666666666,0.5238095238095238,0.8665537361189535
"However, recent studies do not support this idea, and suggest that these medications can be used in children with tics who also have attention-deficit disorder (which often occurs in the same group of children).A chronic motor tic disorder also exists.","Sin embargo, estudios recientes no respaldan esta idea y sugieren que estos medicamentos se pueden utilizar en niños con tics que también tienen trastorno por déficit de atención (que a menudo se presenta en el mismo grupo de niños)."," Sin embargo, los estudios recientes no respaldan esta idea y sugieren que estos medicamentos pueden usarse en niños con tics que también tienen trastorno por déficit de atención e hiperactividad (lo cual ocurre a menudo en el mismo grupo de niños). También existe un trastorno de tic motor crónico.","Sin embargo, recientes estudios no respaldan esta idea y sugieren que estos medicamentos pueden usarse en niños con tics que también tienen trastorno por déficit de atención e hiperactividad (lo cual ocurre a menudo en el mismo grupo de niños). También existe un trastorno tico motriz crónico.",0.7799999999999999,0.7959183673469388,0.673469387755102,0.6458333333333333,0.7799999999999999,0.7755102040816326,49,47,39,2,25.64102564102564,20.51282051282051,0.8857142857142857,0.8857142857142857,1.1714285714285715,0.8608163265306124
"Without PIG-A, important proteins cannot connect to the cell surface and protect the cell from substances in the blood called complement.","Sin el PIG-A, importantes proteínas no pueden conectarse a la superficie de la célula y protegerla de sustancias en la sangre llamadas complemento."," Sin la proteína PIG-A, importantes proteínas no pueden unirse a la superficie celular y proteger al célula de sustancias en la sangre llamadas complemento.","Sin PIG-A, las proteínas importantes no pueden conectarse a la superficie celular y proteger la célula de sustancias en la sangre llamadas complemento.",0.8148148148148148,0.8846153846153846,0.576923076923077,0.6,0.7407407407407408,0.8076923076923077,24,23,23,1,4.3478260869565215,0.0,0.85,0.9,0.95,0.8582621082621082
Preventive measures vary depending on the specific disorder.,Las medidas preventivas varían dependiendo del trastorno específico., Las medidas preventivas varían según el trastorno específico.,Las medidas preventivas varían según el trastorno específico.,0.761904761904762,0.761904761904762,0.631578947368421,0.631578947368421,0.761904761904762,0.761904761904762,8,8,8,0,0.0,0.0,0.75,0.75,1.0,0.856516290726817
"Greater respect for the complexities of female sexual functioning has led them to conclude that suboptimal female genitalia may not be inherently better than suboptimal male genitalia, even if the reconstruction is ""easier.""In addition, other factors may be more important in gender satisfaction than functioning external genitals.","Un mayor respeto por las complejidades del funcionamiento sexual femenino los ha llevado a concluir que los genitales femeninos insuficientes pueden no ser intrínsecamente mejores que los genitales masculinos insuficientes, incluso si la reconstrucción es “más fácil”.  Además, otros factores pueden ser más importantes en la satisfacción del sexo que los genitales externos funcionales.","Un mayor respeto por las complejidades del funcionamiento sexual femenino ha llevado a concluir que los genitales femeninos subóptimos no son inherentemente mejores que los genitales masculinos subóptimos, incluso si la reconstrucción es 'más fácil'. Además, otros factores pueden ser más importantes para la satisfacción de género que los genitales externos funcionantes."" 
}","Un mayor respeto por las complejidades de la función sexual femenina ha llevado a concluir que los genitales femeninos subóptimos no son inherentemente mejores que los genitales masculinos subóptimos, incluso si la reconstrucción es 'más fácil'. Además, otros factores pueden ser más importantes en la satisfacción de género que la función de los genitales externos.",0.819672131147541,0.7559055118110236,0.7166666666666667,0.64,0.819672131147541,0.7559055118110236,53,55,54,2,1.8518518518518516,1.8518518518518516,0.813953488372093,0.7441860465116279,0.9069767441860465,0.8497077138136994
"You have sudden, sharp chest pain with shortness of breath, especially after a long trip, a stretch of bedrest (for example, following an operation), or other lack of movement, especially if one leg is swollen or more swollen than the other (this could be a blood clot, part of which has moved to the lungs).","Tiene un dolor de pecho repentino y agudo con dificultad respiratoria, especialmente después de un viaje largo, un período de reposo en cama (por ejemplo, después de una operación) u otra falta de movimiento, especialmente si una pierna está hinchada o más hinchada que la otra (esto podría ser un coágulo sanguíneo, parte del cual se ha desplazado a los pulmones). "," Tiene dolor de pecho súbito y agudo con dificultad para respirar, especialmente después de un viaje largo, una estirada de reposo en cama (por ejemplo, después de una operación), o falta de movimiento, especialmente si tiene una pierna hinchada o más hinchada que la otra (esto podría ser un coágulo sanguíneo, parte del cual se ha movido a los pulmones).","Tiene dolor de pecho repentino y agudo con falta de aliento, especialmente después de un largo viaje, una estancia prolongada en la cama (por ejemplo, después de una operación), o cualquier otra falta de movimiento, especialmente si tiene una pierna hinchada o más hinchada que el otro lado (esto podría ser un coágulo sanguíneo, parte del cual se ha movido a los pulmones).",0.8613138686131386,0.8345323741007195,0.7407407407407408,0.6423357664233575,0.8613138686131386,0.7913669064748201,60,63,61,3,1.639344262295082,3.278688524590164,0.8571428571428571,0.7959183673469388,0.8367346938775511,0.8408025335032635
Some laboratories use different measurements or may test different specimens.,Algunos laboratorios usan diferentes medidas o podrían evaluar diferentes muestras., Algunos laboratorios usan diferentes medidas o pueden evaluar distintas muestras.,Algunos laboratorios utilizan mediciones diferentes o pueden examinar muestras distintas.,0.761904761904762,0.47619047619047616,0.5263157894736842,0.10526315789473685,0.761904761904762,0.47619047619047616,10,10,10,0,0.0,0.0,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.822890559732665
"CT scan or MRI to confirm that there is a growth, and to see if the cancer has spread to lymph nodes in the neck",Tomografía computarizada o una resonancia magnética para confirmar si hay una masa y para ver si el cáncer se ha diseminado a los ganglios linfáticos en el cuello, Se puede realizar una tomografía computarizada o resonancia magnética para confirmar la presencia de un crecimiento y ver si el cáncer se ha extendido a los ganglios linfáticos en el cuello.,Se realizará una tomografía computarizada (TC) o resonancia magnética (RM) para confirmar la presencia de un crecimiento y determinar si el cáncer se ha extendido a los ganglios linfáticos del cuello.,0.7761194029850748,0.6865671641791045,0.6153846153846154,0.4307692307692308,0.7462686567164178,0.6567164179104478,31,31,28,0,10.714285714285714,10.714285714285714,0.7916666666666666,0.7083333333333334,1.0833333333333333,0.8168293149636432
Transposition of the great vessels is a heart defect that occurs from birth (congenital). The two major vessels that carry blood away from the heart -- the aorta and the pulmonary artery -- are switched (transposed).,"Es un defecto cardíaco que ocurre desde el nacimiento (congénito), en el cual los dos vasos principales que llevan sangre lejos del corazón, la aorta y la arteria pulmonar, están intercambiados (transpuestos).", La transposición de las grandes arterias es un defecto cardíaco que ocurre desde el nacimiento (cardiopatía congénita). Los dos vasos principales que llevan la sangre lejos del corazón -- la aorta y la arteria pulmonar -- están intercambiados.,La transposición de las grandes arterias es un defecto cardíaco que se presenta desde el nacimiento (congenital). Las dos principales arterias que llevan sangre lejos del corazón -- la aorta y la arteria pulmonar -- están intercambiadas (transpuestas).,0.7948717948717949,0.6842105263157895,0.7105263157894737,0.5675675675675675,0.7948717948717949,0.6842105263157895,38,38,32,0,18.75,18.75,0.6896551724137931,0.6206896551724138,0.9655172413793104,0.8049467169249382
"Note: It is often technically easier to treat (and therefore raise) the child as female (it is easier for a surgeon to make female genitalia than it is to make male genitalia), so in some cases this is recommended even if the child is genetically male.","Nota: con frecuencia es técnicamente más fácil tratar (y por lo tanto criar) al niño como mujer (para un cirujano es más fácil hacer genitales femeninos que masculinos), de tal manera que en algunos casos se recomienda esto incluso si el niño es genéticamente masculino."," Nota: A menudo es técnicamente más fácil tratar (y por lo tanto criar) al niño como mujer (es más fácil para un cirujano hacer genitales femeninos que genitales masculinos), por lo que en algunos casos se recomienda incluso si el niño es genéticamente macho.","A menudo es técnicamente más fácil tratar (y por lo tanto asignar) al niño como femenino (es más fácil para un cirujano crear genitales femeninos que masculinos), por lo que en algunos casos se recomienda incluso si el niño es genéticamente masculino.",0.8761904761904762,0.8349514563106797,0.7378640776699028,0.7128712871287128,0.819047619047619,0.7766990291262137,44,42,45,2,2.2222222222222223,6.666666666666667,0.7948717948717948,0.717948717948718,0.7948717948717948,0.7910736512678261
This test is done to measure the level of amino acids in the blood.,Este examen se hace para medir el nivel de aminoácidos en la sangre., Este examen se realiza para medir el nivel de ácidos aminados en la sangre.,Este test se realiza para medir el nivel de aminoácidos en la sangre.,0.8571428571428571,0.8571428571428571,0.6153846153846154,0.6923076923076923,0.8571428571428571,0.8571428571428571,14,13,13,1,7.6923076923076925,0.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7813186813186813
"Because it is difficult to determine the amount of radiation exposure from nuclear accidents, the best signs of the severity of the exposure are: the length of time between the exposure and the onset of symptoms, the severity of symptoms, and severity of changes in white blood cells.","Debido a que es difícil determinar la cantidad de exposición a radiación a causa de accidentes nucleares, las mejores señales de la gravedad de la exposición son: el tiempo transcurrido entre la exposición y la aparición de los síntomas, la gravedad de dichos síntomas y de los cambios en los glóbulos blancos."," Debido a que es difícil determinar la cantidad de exposición a radiación en accidentes nucleares, los mejores signos de la gravedad de la exposición son: la duración del tiempo entre la exposición y el comienzo de los síntomas, la gravedad de los síntomas y la gravedad de los cambios en las células blancas de sangre.","Dado que es difícil determinar la cantidad de exposición a la radiación en accidentes nucleares, los mejores signos de la gravedad de la exposición son: la duración del tiempo entre la exposición y el inicio de los síntomas, la gravedad de los síntomas y la gravedad de los cambios en las células blancas de sangre.",0.8253968253968254,0.7936507936507936,0.6129032258064517,0.5645161290322581,0.7301587301587302,0.6984126984126984,55,55,52,0,5.769230769230769,5.769230769230769,0.7878787878787878,0.7575757575757576,0.9393939393939394,0.7738211609179351
"For example, a food that has 13 grams of fat with a Percent Daily Value of 20% means that 13 grams of fat is 20%, or one-fifth, of the total daily fat recommended for a person who eats 2,000 calories per day.","Por ejemplo, un alimento que tiene 13 gramos de grasa con un valor porcentual diario del 20% significa que 13 gramos de grasa es el 20%, o una quinta parte, de la grasa diaria total recomendada para una persona que consume 2,000 calorías por día."," Por ejemplo, un alimento que tiene 13 gramos de grasas con un Valor Diario Porcentual (VDP) del 20% significa que 13 gramos de grasas son el 20%, o una quinta parte, de las grasas diarias totales recomendadas para una persona que consume 2,000 calorías al día.","Por ejemplo, un alimento que contiene 13 gramos de grasas con un Valor Diario Porcentual (VDV) del 20% significa que 13 gramos de grasas representan el 20%, o una quinta parte, de la cantidad total de grasas recomendadas diariamente para una persona que consume 2.000 calorías al día.",0.9278350515463918,0.888888888888889,0.7999999999999999,0.6804123711340208,0.9072164948453607,0.8484848484848485,46,48,45,2,2.2222222222222223,6.666666666666667,0.7142857142857143,0.7142857142857143,0.8285714285714286,0.7578792341678939
"A trained physician, often a cardiologist, inserts a small needle into the chest between the ribs and into the thin sac that surrounds the heart (the pericardium).A small amount of fluid is taken out.","Un médico entrenado, con frecuencia un cardiólogo, introducirá una aguja pequeña en el tórax, entre las costillas, hasta el saco delgado que rodea el corazón (el pericardio) y extraerá una cantidad pequeña de líquido.","Un médico entrenado, con frecuencia un cardiólogo, introduce una pequeña aguja en el tórax entre las costillas y en el saco delgado que rodea el corazón (el pericardio). Se extrae una pequeña cantidad de líquido."" 
}","Un médico capacitado, a menudo un cardiólogo, inserta una pequeña aguja en el pecho entre las costillas y en la delgada bolsa que rodea al corazón (el pericardio). Se extrae una pequeña cantidad de líquido.",0.9156626506024096,0.7073170731707317,0.6666666666666667,0.375,0.8433734939759037,0.6341463414634146,36,35,34,1,5.88235294117647,2.941176470588235,0.7666666666666667,0.6333333333333333,0.7333333333333333,0.7510040160642569
"Do NOT place the person in this position if a head, neck, back, or leg injury is suspected or if it makes the victim uncomfortable.","NO coloque a la persona en esta posición si se sospecha una lesión en la cabeza, el cuello, la espalda o las piernas o si la posición le resulta incómoda."," NO coloque a la víctima en esta posición si sospecha de una lesión en la cabeza, el cuello, la espalda o las piernas, o si le hace sentir incómoda al paciente.","No coloque a la persona en esta posición si se sospecha una lesión en la cabeza, el cuello, la espalda o la pierna, o si le hace sentir incómodo al paciente.",0.8115942028985507,0.8529411764705882,0.6567164179104478,0.7272727272727273,0.8115942028985507,0.8235294117647058,31,31,30,0,3.3333333333333335,3.3333333333333335,0.782608695652174,0.782608695652174,0.8695652173913043,0.7490806835388276
Bladder distention (urinary bladder over-filled with fluid) can cause a firm mass in the center of the lower abdomen above the pelvic bones.In extreme cases it can reach as far up as the navel.,"La distensión vesical (vejiga urinaria sobrecargada de líquido) puede causar una masa firme en el centro del abdomen inferior por encima de los huesos pélvicos, que en casos extremos puede extenderse hasta el ombligo."," La distensión vesical (vejiga urinaria sobrecargada de líquido) puede causar una masa firme en el centro del abdomen inferior por encima de los huesos pélvicos. En casos extremos, puede llegar hasta la ingle.","La distensión vesical (la vejiga urinaria sobrecargada de líquido) puede causar una masa firme en el centro del abdomen inferior por encima de los huesos pélvicos. En casos extremos, puede llegar hasta la altura del ombligo.",0.9041095890410958,0.8947368421052632,0.8450704225352113,0.7837837837837838,0.9041095890410958,0.8947368421052632,33,36,34,3,2.941176470588235,5.88235294117647,0.8333333333333334,0.8333333333333334,0.9666666666666667,0.7174866550903595
"Surgery combined with radiation therapy is often used to treat women with stage 1 disease that has a high chance of returning, has spread to the lymph nodes, or is a grade 2 or 3.","La cirugía combinada con radioterapia a menudo se utiliza para tratar a mujeres con la enfermedad en estadio 1 que tiene una alta posibilidad de retornar, que se ha diseminado a los ganglios linfáticos o es grado 2 o 3."," La cirugía combinada con la terapia de radiación se utiliza a menudo para tratar a las mujeres con enfermedad en estadio 1 que tiene una alta probabilidad de regresar, ha extendido los ganglios linfáticos o es de grado 2 o 3.","La cirugía combinada con la terapia de radiación se utiliza a menudo para tratar a las mujeres con enfermedad en estadio 1 que tiene una alta probabilidad de regresar, ha extendido los ganglios linfáticos o es de grado 2 o 3.",0.8139534883720929,0.8139534883720929,0.5952380952380952,0.5952380952380952,0.7441860465116279,0.7441860465116279,41,41,40,0,2.5,2.5,0.8823529411764706,0.8823529411764706,1.0588235294117647,0.7084554752133413
Is there blood on the toilet paper only?,¿Hay sangre sólo en el papel higiénico?, ¿Hay sangre solo en el papel higiénico?,¿Hay sangre solo en el papel higiénico?,0.823529411764706,0.823529411764706,0.6666666666666666,0.6666666666666666,0.823529411764706,0.823529411764706,7,7,7,0,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0.6526610644257703
They still have foot problems after treatment,Todavía tienen problemas en el pie después del tratamiento., Aún tienen problemas en el pie después del tratamiento,Aún tienen problemas de pie después del tratamiento.,0.9090909090909091,0.761904761904762,0.8000000000000002,0.5263157894736842,0.9090909090909091,0.761904761904762,9,8,9,1,0.0,11.11111111111111,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.613131313131313
"Reye syndrome can occur when aspirin is used to treat children with viral infections, such as chickenpox or the flu.","El síndrome de Reye puede presentarse cuando se usa el ácido acetilsalicílico para tratar niños con infecciones virales, como la varicela o la gripe."," El síndrome de Reye puede ocurrir cuando se utiliza ácido acetilsalicílico para tratar a los niños con infecciones virales, como la varicela o la gripe.","El síndrome de Reye puede ocurrir cuando se utiliza el ácido acetilsalicílico para tratar a los niños con infecciones virales, como la varicela o la gripe.",0.8727272727272727,0.8928571428571429,0.7547169811320754,0.7777777777777779,0.8727272727272727,0.8928571428571429,25,26,24,1,4.166666666666666,8.333333333333332,0.8695652173913043,0.9130434782608695,1.0434782608695652,0.6029905287493476
"Most women have only one polyp, but some women have two or three.","La mayoría de las mujeres solamente presenta un pólipo, pero algunas mujeres tienen dos o tres."," La mayoría de las mujeres tienen solo un pólipo, pero algunas tienen dos o tres.","La mayoría de las mujeres tienen solo un pólipo, pero algunas mujeres tienen dos o tres.",0.8571428571428571,0.8888888888888888,0.787878787878788,0.8235294117647058,0.8571428571428571,0.8888888888888888,15,16,16,1,6.25,0.0,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.5883116883116882
"Other foods such as broccoli, cooked greens, and canned salmon (with bones) will also provide a source of calcium in the diet; however, it is often difficult to get children to consume adequate quantities of these foods.","Otros alimentos como el brócoli, las verduras cocidas y el salmón enlatado (con huesos) también brindan una fuente de calcio en la dieta; sin embargo, a menudo es difícil lograr que los niños consuman cantidades adecuadas de estos alimentos."," Otros alimentos como brócoli, espinacas cocidas y salmón enlatado (con huesos) también proporcionarán una fuente de calcio en la dieta; sin embargo, a menudo resulta difícil hacer que los niños consuman cantidades adecuadas de estos alimentos.","Otros alimentos como brócoli, espinacas cocidas y salmón enlatado (con huesos) también proporcionarán una fuente de calcio en la dieta; sin embargo, a menudo resulta difícil hacer que los niños consuman cantidades adecuadas de estos alimentos.",0.8604651162790699,0.8604651162790699,0.7142857142857143,0.7142857142857143,0.8604651162790699,0.8604651162790699,36,36,39,0,7.6923076923076925,7.6923076923076925,0.8378378378378378,0.8378378378378378,0.9459459459459459,0.587411331597378
Fever is the classic symptom and may persist for days before any other symptoms appear.,La fiebre es el síntoma clásico y puede persistir por días antes de que cualquier otro síntoma aparezca.,La fiebre es el síntoma clásico y puede persistir durante días antes de que aparezcan otros síntomas.,La fiebre es el síntoma clásico y puede persistir durante días antes de que aparezcan otros síntomas.,0.8837209302325582,0.8837209302325582,0.7804878048780488,0.7804878048780488,0.8837209302325582,0.8837209302325582,17,17,18,0,5.555555555555555,5.555555555555555,0.7647058823529411,0.7647058823529411,1.0,0.5710853825364519
Veins and arteries vary in size from one patient to another and from one side of the body to the other.Obtaining a blood sample from some people may be more difficult than from others.,"Las venas y las arterias varían en tamaño de un paciente a otro y de un lado del cuerpo a otro, razón por la cual extraer sangre de algunas personas puede ser más difícil que de otras.", Las venas y las arterias varían en tamaño de un paciente a otro y de un lado del cuerpo a otro. Obtener una muestra de sangre de algunas personas puede ser más difícil que de otras.,Las venas y arterias varían en tamaño de un paciente a otro y de un lado del cuerpo al otro. Obtener una muestra de sangre de algunas personas puede ser más difícil que de otras.,0.8780487804878048,0.8395061728395062,0.8500000000000001,0.7594936708860759,0.8780487804878048,0.8395061728395062,36,35,37,1,2.7027027027027026,5.405405405405405,0.8064516129032258,0.7741935483870968,0.9032258064516129,0.5654996066089694
"There is more likely to be increased amounts of pollen in the air on hot, dry, windy days.","Hay más probabilidad de que haya mayores cantidades de polen en el aire en los días calurosos, secos y ventosos."," Es más probable que haya mayores cantidades de polen en el aire los días calurosos, secos y ventosos.","Es más probable que haya mayores cantidades de polen en el aire en días calurosos, secos y ventosos.",0.8571428571428572,0.8571428571428572,0.7500000000000001,0.7500000000000001,0.8571428571428572,0.8571428571428572,18,18,20,0,10.0,10.0,0.8888888888888888,0.8333333333333334,0.9444444444444444,0.5039682539682538
Depression and older age are both risk factors for suicide.,La depresión y la edad avanzada son factores de riesgo para esto., La depresión y la edad avanzada son ambos factores de riesgo para el suicidio.,La depresión y la edad avanzada son ambos factores de riesgo para el suicidio.,0.8571428571428571,0.8571428571428571,0.7692307692307692,0.7692307692307692,0.8571428571428571,0.8571428571428571,14,14,12,0,16.666666666666664,16.666666666666664,0.9166666666666666,0.9166666666666666,1.1666666666666667,0.4569597069597071
"People with this condition generally have a large left ventricle (the pumping chamber of the heart that supplies the body with blood), and a small right ventricle (the pumping chamber that supplies the lungs with blood).",Las personas con esta afección generalmente tienen un ventrículo izquierdo grande (la cámara de bombeo del corazón que suministra sangre al cuerpo) y un ventrículo derecho pequeño (la cámara de bombeo que suministra sangre a los pulmones).," Las personas con esta condición generalmente tienen un ventrículo izquierdo grande (la cámara de bombeo del corazón que suministra sangre al cuerpo), y un ventrículo derecho pequeño (la cámara de bombeo que suministra sangre a los pulmones).",Las personas con esta condición generalmente tienen un ventrículo izquierdo grande (la cámara de bombeo del corazón que suministra sangre al cuerpo) y un ventrículo derecho pequeño (la cámara de bombeo que suministra sangre a los pulmones).,0.9772727272727273,0.9772727272727273,0.9534883720930233,0.9534883720930233,0.9772727272727273,0.9772727272727273,37,37,37,0,0.0,0.0,0.9285714285714286,0.9642857142857143,0.9642857142857143,0.14066747206282082
Nausea,Náuseas, Náuseas,Náuseas,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0
Disorders of the endocrine system,Trastornos del sistema endocrino, Trastornos del sistema endocrino,Trastornos del sistema endocrino.,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,0,0.0,0.0,1.0,0.75,0.75,0.0
